Pricing Date,823 | Share Price (Daily)(HK$),823 | Volume (Daily)
2/1/2015,,
2/2/2015,52.7,2361801
2/3/2015,51.95,4337828
2/4/2015,52.55,3715185
2/5/2015,53.05,2408133
2/6/2015,52.7,2360632
2/7/2015,,
2/8/2015,,
2/9/2015,52.1,2424566
2/10/2015,51.65,3598955
2/11/2015,50.7,5264455
2/12/2015,50.15,5864580
2/13/2015,50.45,6994316
2/14/2015,,
2/15/2015,,
2/16/2015,50.25,3904533
2/17/2015,49.7,6940460
2/18/2015,50.15,4126773
2/19/2015,,
2/20/2015,,
2/21/2015,,
2/22/2015,,
2/23/2015,49.45,5588813
2/24/2015,49.55,4756999
2/25/2015,50.15,6451742
2/26/2015,49.6,5733224
2/27/2015,49.5,7709733
2/28/2015,,
3/1/2015,,
3/2/2015,49.6,4361706
3/3/2015,50,8911755
3/4/2015,49.15,4449819
3/5/2015,48.45,7141082
3/6/2015,48.65,5286148
3/7/2015,,
3/8/2015,,
3/9/2015,47.9,6115259
3/10/2015,46.95,9952715
3/11/2015,47.8,5668244
3/12/2015,47.55,4352515
3/13/2015,47.35,4039250
3/14/2015,,
3/15/2015,,
3/16/2015,47,4201956
3/17/2015,47,4377699
3/18/2015,46.6,6896836
3/19/2015,49,8100585
3/20/2015,47.75,8171891
3/21/2015,,
3/22/2015,,
3/23/2015,47.3,4791950
3/24/2015,47.3,6011134
3/25/2015,48,5218113
3/26/2015,48.3,3954535
3/27/2015,48.65,3148122
3/28/2015,,
3/29/2015,,
3/30/2015,48,6183586
3/31/2015,47.8,8772190
4/1/2015,48.45,3405839
4/2/2015,48.65,3031150
4/3/2015,,
4/4/2015,,
4/5/2015,,
4/6/2015,,
4/7/2015,,
4/8/2015,49.15,6446579
4/9/2015,49.05,8027277
4/10/2015,49.7,6742157
4/11/2015,,
4/12/2015,,
4/13/2015,47.8,14968930
4/14/2015,47.4,12015770
4/15/2015,47.45,5626360
4/16/2015,47.4,4811424
4/17/2015,47.05,7064969
4/18/2015,,
4/19/2015,,
4/20/2015,46.8,7496589
4/21/2015,47,6824128
4/22/2015,47,5266530
4/23/2015,46.65,9192676
4/24/2015,47.15,4633829
4/25/2015,,
4/26/2015,,
4/27/2015,47.05,7825007
4/28/2015,47.15,5771471
4/29/2015,46.9,5682155
4/30/2015,48.15,9027727
5/1/2015,,
5/2/2015,,
5/3/2015,,
5/4/2015,48.75,5180146
5/5/2015,48.05,3218003
5/6/2015,47.9,3956854
5/7/2015,46.65,9020767
5/8/2015,47.1,3225141
5/9/2015,,
5/10/2015,,
5/11/2015,47.05,2825112
5/12/2015,46.15,7100098
5/13/2015,46.05,4607176
5/14/2015,45.75,3870428
5/15/2015,47.05,5847408
5/16/2015,,
5/17/2015,,
5/18/2015,47.15,4431498
5/19/2015,47.05,2979745
5/20/2015,46.7,5566626
5/21/2015,46.5,3732737
5/22/2015,46.15,11638140
5/23/2015,,
5/24/2015,,
5/25/2015,,
5/26/2015,45.85,11405040
5/27/2015,45.9,5291134
5/28/2015,44.8,15369200
5/29/2015,45,22528230
5/30/2015,,
5/31/2015,,
6/1/2015,45.4,12901180
6/2/2015,45.55,4990160
6/3/2015,45.7,3807117
6/4/2015,46.05,9298712
6/5/2015,45.75,4051492
6/6/2015,,
6/7/2015,,
6/8/2015,45,9611297
6/9/2015,45.4,5918742
6/10/2015,45.15,8658940
6/11/2015,45.9,6528160
6/12/2015,46.25,5045922
6/13/2015,,
6/14/2015,,
6/15/2015,45.9,4664889
6/16/2015,46.4,4276975
6/17/2015,46.7,4275837
6/18/2015,47.55,6741384
6/19/2015,48.2,10911710
6/20/2015,,
6/21/2015,,
6/22/2015,48.5,5425964
6/23/2015,46.4,12020830
6/24/2015,46.7,3800272
6/25/2015,46.4,4930531
6/26/2015,46.25,4644814
6/27/2015,,
6/28/2015,,
6/29/2015,45.5,7708530
6/30/2015,45.4,6690408
7/1/2015,,
7/2/2015,45.3,6462971
7/3/2015,45.8,3830351
7/4/2015,,
7/5/2015,,
7/6/2015,45.55,5993623
7/7/2015,45.9,5041927
7/8/2015,45.1,13309800
7/9/2015,44.25,11679370
7/10/2015,44.7,10226020
7/11/2015,,
7/12/2015,,
7/13/2015,45.2,6035437
7/14/2015,45.1,4972000
7/15/2015,45.4,4959603
7/16/2015,45.65,1956982
7/17/2015,46.25,4268592
7/18/2015,,
7/19/2015,,
7/20/2015,45.9,2055323
7/21/2015,45.85,2490475
7/22/2015,46.1,5135985
7/23/2015,45.9,3168073
7/24/2015,45.45,4524193
7/25/2015,,
7/26/2015,,
7/27/2015,44.85,8676225
7/28/2015,45.65,8337218
7/29/2015,45.45,4535004
7/30/2015,44.95,5540249
7/31/2015,45.6,7341783
8/1/2015,,
8/2/2015,,
8/3/2015,44.85,6865750
8/4/2015,44.85,2660833
8/5/2015,45.15,3901015
8/6/2015,44.8,2015025
8/7/2015,44.85,2889919
8/8/2015,,
8/9/2015,,
8/10/2015,44.25,6530651
8/11/2015,44.2,5225379
8/12/2015,44.3,6098827
8/13/2015,44.05,5159517
8/14/2015,43.35,10220840
8/15/2015,,
8/16/2015,,
8/17/2015,42.9,5309748
8/18/2015,42.8,7274281
8/19/2015,42.55,7161742
8/20/2015,41.7,8530834
8/21/2015,42.75,10042450
8/22/2015,,
8/23/2015,,
8/24/2015,42,10683630
8/25/2015,42.1,10223340
8/26/2015,41.4,7067631
8/27/2015,42.2,7612035
8/28/2015,41.7,5398708
8/29/2015,,
8/30/2015,,
8/31/2015,41.1,5781668
9/1/2015,41.25,4233930
9/2/2015,41.35,3997085
9/3/2015,,
9/4/2015,41.05,7445806
9/5/2015,,
9/6/2015,,
9/7/2015,40.65,4613712
9/8/2015,42.15,4166966
9/9/2015,42.65,5841005
9/10/2015,41.45,3883188
9/11/2015,41.25,6393395
9/12/2015,,
9/13/2015,,
9/14/2015,41.65,2746598
9/15/2015,41.75,5422086
9/16/2015,42,3923101
9/17/2015,41.75,3101751
9/18/2015,42.4,7500699
9/19/2015,,
9/20/2015,,
9/21/2015,42.85,6139771
9/22/2015,43.3,5004929
9/23/2015,42.55,3490378
9/24/2015,41.9,4510551
9/25/2015,42.3,3266369
9/26/2015,,
9/27/2015,,
9/28/2015,,
9/29/2015,41.4,7007080
9/30/2015,42.5,5772344
10/1/2015,,
10/2/2015,42.55,3807612
10/3/2015,,
10/4/2015,,
10/5/2015,43.3,4088905
10/6/2015,43.15,2223612
10/7/2015,43.9,2805212
10/8/2015,44,2835975
10/9/2015,44,3870662
10/10/2015,,
10/11/2015,,
10/12/2015,44.6,3296324
10/13/2015,44.7,4472284
10/14/2015,45.1,3916443
10/15/2015,45.7,5698619
10/16/2015,45.9,4024381
10/17/2015,,
10/18/2015,,
10/19/2015,45.95,2240925
10/20/2015,45.95,4377537
10/21/2015,,
10/22/2015,46.3,3556167
10/23/2015,47.1,6056096
10/24/2015,,
10/25/2015,,
10/26/2015,46.85,2174279
10/27/2015,46.9,2741034
10/28/2015,46.75,1892843
10/29/2015,46.5,2999111
10/30/2015,46.45,4320629
10/31/2015,,
11/1/2015,,
11/2/2015,47,5336289
11/3/2015,46.85,4234888
11/4/2015,47.55,8293791
11/5/2015,47.1,2323223
11/6/2015,46.5,2742720
11/7/2015,,
11/8/2015,,
11/9/2015,45.35,5471817
11/10/2015,44.85,3776728
11/11/2015,45.3,3458731
11/12/2015,47.35,8450237
11/13/2015,46.9,4430801
11/14/2015,,
11/15/2015,,
11/16/2015,46.7,3757793
11/17/2015,47.2,2756033
11/18/2015,47.15,2290802
11/19/2015,48.05,6454457
11/20/2015,48.7,3964030
11/21/2015,,
11/22/2015,,
11/23/2015,48.55,4728854
11/24/2015,47.45,4870523
11/25/2015,47.25,4369317
11/26/2015,46.9,4184171
11/27/2015,47.15,3484928
11/28/2015,,
11/29/2015,,
11/30/2015,47.15,8431390
12/1/2015,47.4,4203221
12/2/2015,47.45,4547064
12/3/2015,47,3774877
12/4/2015,46.7,2082765
12/5/2015,,
12/6/2015,,
12/7/2015,47.15,2722643
12/8/2015,46.65,3649798
12/9/2015,46.3,3740861
12/10/2015,46.4,2804518
12/11/2015,46.4,2398905
12/12/2015,,
12/13/2015,,
12/14/2015,46.15,2715810
12/15/2015,46,3749094
12/16/2015,45.9,4741589
12/17/2015,45.8,4049550
12/18/2015,45.65,6648231
12/19/2015,,
12/20/2015,,
12/21/2015,45.85,2869568
12/22/2015,45.9,2353101
12/23/2015,46.45,2558639
12/24/2015,46.3,857561
12/25/2015,,
12/26/2015,,
12/27/2015,,
12/28/2015,46,1139824
12/29/2015,46.2,1442821
12/30/2015,46.45,2008434
12/31/2015,46.4,1405155
1/1/2016,,
1/2/2016,,
1/3/2016,,
1/4/2016,45.65,5833403
1/5/2016,45.1,2725281
1/6/2016,45.25,2926520
1/7/2016,44.9,4495652
1/8/2016,44.6,5097188
1/9/2016,,
1/10/2016,,
1/11/2016,44.05,6846738
1/12/2016,44.25,6464101
1/13/2016,45.25,5750101
1/14/2016,44.85,4651054
1/15/2016,44.85,6978369
1/16/2016,,
1/17/2016,,
1/18/2016,44.05,4076715
1/19/2016,45,11259120
1/20/2016,43,9217485
1/21/2016,42.6,7471929
1/22/2016,43.75,9087990
1/23/2016,,
1/24/2016,,
1/25/2016,43.85,5005644
1/26/2016,44,4965988
1/27/2016,43.65,6045962
1/28/2016,43.35,5864016
1/29/2016,44.35,7990738
1/30/2016,,
1/31/2016,,
2/1/2016,43.75,5902007
2/2/2016,44.2,6613606
2/3/2016,43.25,8362799
2/4/2016,43,34293150
2/5/2016,43,6479114
2/6/2016,,
2/7/2016,,
2/8/2016,,
2/9/2016,,
2/10/2016,,
2/11/2016,42.6,9254619
2/12/2016,42.95,6547915
2/13/2016,,
2/14/2016,,
2/15/2016,43.7,5335987
2/16/2016,43,7230829
2/17/2016,43,4467994
2/18/2016,43.55,5930625
2/19/2016,43.3,3517585
2/20/2016,,
2/21/2016,,
2/22/2016,43,7057751
2/23/2016,42.7,7336547
2/24/2016,43,9788313
2/25/2016,42.95,5415037
2/26/2016,43.45,12456020
2/27/2016,,
2/28/2016,,
2/29/2016,43.85,6410890
3/1/2016,44.45,6995705
3/2/2016,44.5,8496897
3/3/2016,44.2,6227368
3/4/2016,44.35,7497561
3/5/2016,,
3/6/2016,,
3/7/2016,44.2,3812778
3/8/2016,44.1,9195976
3/9/2016,44.35,3608110
3/10/2016,44.35,5083281
3/11/2016,43.95,6532174
3/12/2016,,
3/13/2016,,
3/14/2016,44.7,7133173
3/15/2016,44.85,3178360
3/16/2016,45.45,5084918
3/17/2016,46.75,7148123
3/18/2016,46.75,7534226
3/19/2016,,
3/20/2016,,
3/21/2016,46.8,4666249
3/22/2016,46.3,4144689
3/23/2016,45.5,3962578
3/24/2016,44.85,6360584
3/25/2016,,
3/26/2016,,
3/27/2016,,
3/28/2016,,
3/29/2016,45.65,6013009
3/30/2016,46.4,5106355
3/31/2016,46,5314951
4/1/2016,45.65,3126022
4/2/2016,,
4/3/2016,,
4/4/2016,,
4/5/2016,45.5,5052741
4/6/2016,45.8,3148432
4/7/2016,45.55,3086998
4/8/2016,46.05,4417658
4/9/2016,,
4/10/2016,,
4/11/2016,46.55,4145359
4/12/2016,46.75,3075949
4/13/2016,47.5,5621390
4/14/2016,47,3738133
4/15/2016,47.3,3057391
4/16/2016,,
4/17/2016,,
4/18/2016,47.2,2442813
4/19/2016,47.8,3898585
4/20/2016,47.7,3214916
4/21/2016,48.25,5227745
4/22/2016,48.2,3187969
4/23/2016,,
4/24/2016,,
4/25/2016,48.2,2942669
4/26/2016,48.75,3648549
4/27/2016,48,2694195
4/28/2016,48.1,4756798
4/29/2016,47.15,3324112
4/30/2016,,
5/1/2016,,
5/2/2016,,
5/3/2016,46.65,5439530
5/4/2016,46.7,2980888
5/5/2016,47.05,4288357
5/6/2016,46.1,5354893
5/7/2016,,
5/8/2016,,
5/9/2016,47.05,2898165
5/10/2016,47.2,2458222
5/11/2016,46.4,2835163
5/12/2016,47.3,3887371
5/13/2016,46.8,6902185
5/14/2016,,
5/15/2016,,
5/16/2016,46.8,2701220
5/17/2016,46.95,2257925
5/18/2016,46.55,3354614
5/19/2016,45.8,4258703
5/20/2016,47.05,4244729
5/21/2016,,
5/22/2016,,
5/23/2016,46.4,1749835
5/24/2016,46.45,2962351
5/25/2016,47.25,3977553
5/26/2016,47.2,1301315
5/27/2016,46.85,3332419
5/28/2016,,
5/29/2016,,
5/30/2016,47.15,1714843
5/31/2016,47.75,4748239
6/1/2016,47.1,3307563
6/2/2016,46.8,5470517
6/3/2016,48.1,4858454
6/4/2016,,
6/5/2016,,
6/6/2016,48.5,3303201
6/7/2016,49.25,6154739
6/8/2016,49.65,6171797
6/9/2016,,
6/10/2016,50.75,10913220
6/11/2016,,
6/12/2016,,
6/13/2016,51.05,9013501
6/14/2016,49.9,5466424
6/15/2016,50.85,7716826
6/16/2016,50.45,4740162
6/17/2016,50.9,4663007
6/18/2016,,
6/19/2016,,
6/20/2016,50.9,3746488
6/21/2016,50.55,4521539
6/22/2016,49.6,6084154
6/23/2016,49.5,2769056
6/24/2016,49.7,8003719
6/25/2016,,
6/26/2016,,
6/27/2016,51.65,9912200
6/28/2016,52.4,10103740
6/29/2016,53.95,14416330
6/30/2016,52.8,10243690
7/1/2016,,
7/2/2016,,
7/3/2016,,
7/4/2016,53.9,6869918
7/5/2016,53.35,6667370
7/6/2016,52.65,7336504
7/7/2016,53.4,4398303
7/8/2016,53.7,6404258
7/9/2016,,
7/10/2016,,
7/11/2016,54.2,4444077
7/12/2016,56.05,12379650
7/13/2016,55.5,10070610
7/14/2016,55.65,7210698
7/15/2016,55.65,6928300
7/16/2016,,
7/17/2016,,
7/18/2016,56,2861335
7/19/2016,56.05,2551645
7/20/2016,56.8,3197677
7/21/2016,57.15,5665452
7/22/2016,57,4086176
7/23/2016,,
7/24/2016,,
7/25/2016,57.2,4139780
7/26/2016,57.25,6975404
7/27/2016,57.25,4265509
7/28/2016,58.3,5669105
7/29/2016,57.9,6209492
7/30/2016,,
7/31/2016,,
8/1/2016,56.8,6693553
8/2/2016,,
8/3/2016,55.25,10287370
8/4/2016,54.65,6515976
8/5/2016,56.8,5354437
8/6/2016,,
8/7/2016,,
8/8/2016,57,5092200
8/9/2016,55.65,4325249
8/10/2016,56.15,4336486
8/11/2016,55.5,3678964
8/12/2016,54.9,6025298
8/13/2016,,
8/14/2016,,
8/15/2016,54.75,6025119
8/16/2016,56,4454894
8/17/2016,55.8,3142968
8/18/2016,56.1,3312887
8/19/2016,56.5,3540991
8/20/2016,,
8/21/2016,,
8/22/2016,56.5,3421198
8/23/2016,57.25,4855427
8/24/2016,56.15,3471113
8/25/2016,56.95,2947950
8/26/2016,56.5,2898027
8/27/2016,,
8/28/2016,,
8/29/2016,55.7,5143680
8/30/2016,55.7,3395966
8/31/2016,56.4,4265323
9/1/2016,56.65,4172637
9/2/2016,56.45,5407483
9/3/2016,,
9/4/2016,,
9/5/2016,57.25,4078128
9/6/2016,56.7,2747617
9/7/2016,57.25,3772360
9/8/2016,57.65,3074979
9/9/2016,57.4,4821782
9/10/2016,,
9/11/2016,,
9/12/2016,56,4609823
9/13/2016,55.75,3891220
9/14/2016,55.1,9439160
9/15/2016,55.8,7158463
9/16/2016,,
9/17/2016,,
9/18/2016,,
9/19/2016,55.8,9920069
9/20/2016,56.3,5254857
9/21/2016,55.35,4467703
9/22/2016,56.85,6453120
9/23/2016,56.85,4233772
9/24/2016,,
9/25/2016,,
9/26/2016,56.3,2677779
9/27/2016,57.2,3616145
9/28/2016,57.5,6078705
9/29/2016,57.05,4947411
9/30/2016,57,4504778
10/1/2016,,
10/2/2016,,
10/3/2016,57.9,4123347
10/4/2016,58,2927015
10/5/2016,56.75,4336433
10/6/2016,56.45,5085030
10/7/2016,56.3,3156082
10/8/2016,,
10/9/2016,,
10/10/2016,,
10/11/2016,55,11258250
10/12/2016,54.45,6380123
10/13/2016,55.3,6913892
10/14/2016,56,4183214
10/15/2016,,
10/16/2016,,
10/17/2016,55.7,4672768
10/18/2016,56.55,5364513
10/19/2016,56.05,3824674
10/20/2016,55.7,3721781
10/21/2016,,
10/22/2016,,
10/23/2016,,
10/24/2016,56.55,7502446
10/25/2016,56.5,4313580
10/26/2016,56.2,2995927
10/27/2016,56.05,6353113
10/28/2016,55,8845882
10/29/2016,,
10/30/2016,,
10/31/2016,55.3,5217104
11/1/2016,55.55,7406100
11/2/2016,54.75,3996533
11/3/2016,55.2,5140064
11/4/2016,54.55,5720739
11/5/2016,,
11/6/2016,,
11/7/2016,54.75,6367801
11/8/2016,54.8,3488910
11/9/2016,54.85,11263710
11/10/2016,54.85,7306038
11/11/2016,53.1,15066170
11/12/2016,,
11/13/2016,,
11/14/2016,51.8,11162980
11/15/2016,52.15,9248826
11/16/2016,51.3,6512394
11/17/2016,52.55,9533399
11/18/2016,52.85,4721700
11/19/2016,,
11/20/2016,,
11/21/2016,52.85,3859943
11/22/2016,52.05,12868530
11/23/2016,52.1,3729768
11/24/2016,52.45,3947947
11/25/2016,52.2,3076107
11/26/2016,,
11/27/2016,,
11/28/2016,52.65,3389105
11/29/2016,52.9,5504250
11/30/2016,53.4,7873226
12/1/2016,52.8,6179001
12/2/2016,52.65,5593606
12/3/2016,,
12/4/2016,,
12/5/2016,52.65,2415027
12/6/2016,52.85,5395976
12/7/2016,53.75,9039738
12/8/2016,53.9,5358133
12/9/2016,54.2,10124890
12/10/2016,,
12/11/2016,,
12/12/2016,53.6,5917503
12/13/2016,52.65,6044456
12/14/2016,52.5,2727478
12/15/2016,50.4,12256790
12/16/2016,50.2,8204952
12/17/2016,,
12/18/2016,,
12/19/2016,50.15,5452473
12/20/2016,50.15,5904308
12/21/2016,50,6735020
12/22/2016,49.5,5762666
12/23/2016,49.2,5799973
12/24/2016,,
12/25/2016,,
12/26/2016,,
12/27/2016,,
12/28/2016,49,3663365
12/29/2016,49.8,6349327
12/30/2016,50.4,4578456
12/31/2016,,
1/1/2017,,
1/2/2017,,
1/3/2017,50.9,3170428
1/4/2017,51.05,4276940
1/5/2017,52.5,7959589
1/6/2017,52.95,10066960
1/7/2017,,
1/8/2017,,
1/9/2017,52.6,3844503
1/10/2017,53.3,5316894
1/11/2017,53.2,4418568
1/12/2017,52.45,6434990
1/13/2017,52.35,4608261
1/14/2017,,
1/15/2017,,
1/16/2017,52.05,1906336
1/17/2017,52.2,2434052
1/18/2017,52.3,5465896
1/19/2017,51.9,3408286
1/20/2017,51.8,3062827
1/21/2017,,
1/22/2017,,
1/23/2017,51.9,3295870
1/24/2017,52.15,3835016
1/25/2017,52.05,2500081
1/26/2017,53,4144583
1/27/2017,53.15,2161048
1/28/2017,,
1/29/2017,,
1/30/2017,,
1/31/2017,,
2/1/2017,53.15,6838386
2/2/2017,52.9,2368003
2/3/2017,52.9,3295716
2/4/2017,,
2/5/2017,,
2/6/2017,53.1,2284889
2/7/2017,53.15,3236986
2/8/2017,54.25,5013950
2/9/2017,53.85,3546682
2/10/2017,54.05,4465598
2/11/2017,,
2/12/2017,,
2/13/2017,53.45,3040569
2/14/2017,53.3,3538988
2/15/2017,53,4962015
2/16/2017,53.05,3784348
2/17/2017,53.05,4563132
2/18/2017,,
2/19/2017,,
2/20/2017,52.9,3090869
2/21/2017,53.35,4406201
2/22/2017,53.5,5325489
2/23/2017,53.25,4185291
2/24/2017,54,5766225
2/25/2017,,
2/26/2017,,
2/27/2017,54.25,3358330
2/28/2017,53.55,5880825
3/1/2017,53.6,3225409
3/2/2017,53,5433105
3/3/2017,52.35,4018150
3/4/2017,,
3/5/2017,,
3/6/2017,52.3,2019991
3/7/2017,51.95,4288393
3/8/2017,52.15,3189157
3/9/2017,51.35,4968593
3/10/2017,51.3,5165941
3/11/2017,,
3/12/2017,,
3/13/2017,51.15,4649119
3/14/2017,51.25,3237709
3/15/2017,50.95,3472367
3/16/2017,52.4,6312634
3/17/2017,52.35,9789283
3/18/2017,,
3/19/2017,,
3/20/2017,52.8,1866115
3/21/2017,52.7,3237763
3/22/2017,52.85,4671352
3/23/2017,53,3381994
3/24/2017,52.95,3751577
3/25/2017,,
3/26/2017,,
3/27/2017,53.15,4251198
3/28/2017,53.9,5710270
3/29/2017,54.1,5790641
3/30/2017,54.25,7574621
3/31/2017,54.45,6347050
4/1/2017,,
4/2/2017,,
4/3/2017,55,6692073
4/4/2017,,
4/5/2017,56.1,10754660
4/6/2017,55.7,6570393
4/7/2017,56.1,5519317
4/8/2017,,
4/9/2017,,
4/10/2017,55.3,2623194
4/11/2017,55.6,4879785
4/12/2017,56.5,5161432
4/13/2017,55.8,3729797
4/14/2017,,
4/15/2017,,
4/16/2017,,
4/17/2017,,
4/18/2017,55,5141581
4/19/2017,55.5,6612819
4/20/2017,56,3635783
4/21/2017,55.85,4187971
4/22/2017,,
4/23/2017,,
4/24/2017,55.9,2512321
4/25/2017,56.25,3663262
4/26/2017,56.35,4107973
4/27/2017,55.95,2197215
4/28/2017,55.95,5003799
4/29/2017,,
4/30/2017,,
5/1/2017,,
5/2/2017,55.85,2604899
5/3/2017,,
5/4/2017,56.1,3473741
5/5/2017,55.7,2824538
5/6/2017,,
5/7/2017,,
5/8/2017,56.3,4893709
5/9/2017,56.6,3418052
5/10/2017,56.2,4026717
5/11/2017,57.35,7033421
5/12/2017,58.1,5376277
5/13/2017,,
5/14/2017,,
5/15/2017,58.1,4769794
5/16/2017,58.2,3255913
5/17/2017,59.15,5582098
5/18/2017,58.2,5509620
5/19/2017,58.4,3056683
5/20/2017,,
5/21/2017,,
5/22/2017,58.3,2253121
5/23/2017,58.1,4234217
5/24/2017,59,3417977
5/25/2017,59.95,5392954
5/26/2017,60.15,2580128
5/27/2017,,
5/28/2017,,
5/29/2017,61.5,4231106
5/30/2017,,
5/31/2017,61.5,9108018
6/1/2017,61.75,3458288
6/2/2017,62,4996830
6/3/2017,,
6/4/2017,,
6/5/2017,61.95,4547578
6/6/2017,61.65,4223478
6/7/2017,61.65,7401383
6/8/2017,62.6,7443089
6/9/2017,63.25,7867400
6/10/2017,,
6/11/2017,,
6/12/2017,62.4,4022226
6/13/2017,63.35,4538988
6/14/2017,63.6,3417276
6/15/2017,62.95,4529585
6/16/2017,62.75,5840988
6/17/2017,,
6/18/2017,,
6/19/2017,63.2,2843665
6/20/2017,60.7,4979562
6/21/2017,61.4,5946876
6/22/2017,61.15,5225049
6/23/2017,60.45,4154365
6/24/2017,,
6/25/2017,,
6/26/2017,60.7,3248847
6/27/2017,60.25,4106166
6/28/2017,59.65,5066083
6/29/2017,59.9,4089652
6/30/2017,59.4,5072638
7/1/2017,,
7/2/2017,,
7/3/2017,59,3828466
7/4/2017,58.85,4119911
7/5/2017,58.95,3492453
7/6/2017,59.3,4880365
7/7/2017,58.9,4103275
7/8/2017,,
7/9/2017,,
7/10/2017,60.85,6529149
7/11/2017,60.3,5213127
7/12/2017,60.25,3062384
7/13/2017,60.45,5218276
7/14/2017,60.95,3433303
7/15/2017,,
7/16/2017,,
7/17/2017,61.2,2700452
7/18/2017,61.65,3840634
7/19/2017,61.55,3520816
7/20/2017,61.15,2560217
7/21/2017,61.25,2350100
7/22/2017,,
7/23/2017,,
7/24/2017,61.9,4021070
7/25/2017,61.5,2507075
7/26/2017,61,4503471
7/27/2017,62.75,12192410
7/28/2017,63.9,6629746
7/29/2017,,
7/30/2017,,
7/31/2017,63.5,4016375
8/1/2017,63.6,3899786
8/2/2017,63.75,3568303
8/3/2017,63.6,1567133
8/4/2017,63.9,3184517
8/5/2017,,
8/6/2017,,
8/7/2017,63.65,2529013
8/8/2017,63.45,2896714
8/9/2017,63.25,2230651
8/10/2017,62.95,4402379
8/11/2017,62.5,5654414
8/12/2017,,
8/13/2017,,
8/14/2017,63.15,3462490
8/15/2017,63.1,3190541
8/16/2017,63.5,3997284
8/17/2017,63.3,3519455
8/18/2017,63.1,4911452
8/19/2017,,
8/20/2017,,
8/21/2017,63,3505511
8/22/2017,63.45,2509359
8/23/2017,,
8/24/2017,63.5,5286952
8/25/2017,63.7,5054524
8/26/2017,,
8/27/2017,,
8/28/2017,63.4,3602272
8/29/2017,63.6,2293530
8/30/2017,63.9,3184081
8/31/2017,64.6,4482698
9/1/2017,64.65,2826781
9/2/2017,,
9/3/2017,,
9/4/2017,64.1,2264069
9/5/2017,64.6,3543732
9/6/2017,64.5,3482358
9/7/2017,64.1,3007985
9/8/2017,64.7,4305193
9/9/2017,,
9/10/2017,,
9/11/2017,64.7,2957532
9/12/2017,64.85,2263425
9/13/2017,64.8,2504267
9/14/2017,64.05,2670344
9/15/2017,64.7,4551990
9/16/2017,,
9/17/2017,,
9/18/2017,65.15,2336661
9/19/2017,64.5,2528332
9/20/2017,63.85,4855939
9/21/2017,63.65,4273342
9/22/2017,63.35,4544453
9/23/2017,,
9/24/2017,,
9/25/2017,62.55,3042840
9/26/2017,62.35,3457839
9/27/2017,63,2976102
9/28/2017,62.8,3135524
9/29/2017,63.3,5002382
9/30/2017,,
10/1/2017,,
10/2/2017,,
10/3/2017,63.6,5773852
10/4/2017,64.25,2844179
10/5/2017,,
10/6/2017,63.55,5396056
10/7/2017,,
10/8/2017,,
10/9/2017,63.9,2144855
10/10/2017,63.75,3073038
10/11/2017,63.75,3745615
10/12/2017,63.5,3579922
10/13/2017,63.65,4829088
10/14/2017,,
10/15/2017,,
10/16/2017,63.85,3010572
10/17/2017,64.25,5820785
10/18/2017,64.5,2088155
10/19/2017,64.55,5069340
10/20/2017,66.4,5619836
10/21/2017,,
10/22/2017,,
10/23/2017,66.6,3776447
10/24/2017,66,3233950
10/25/2017,65.75,4630534
10/26/2017,66.35,3676385
10/27/2017,66.55,1936521
10/28/2017,,
10/29/2017,,
10/30/2017,65.8,2045251
10/31/2017,65.55,3011595
11/1/2017,64.35,8234693
11/2/2017,64,3638634
11/3/2017,65.1,3515230
11/4/2017,,
11/5/2017,,
11/6/2017,64.65,3982829
11/7/2017,66.4,6240967
11/8/2017,66.4,4071173
11/9/2017,69.1,12159050
11/10/2017,68.85,4202113
11/11/2017,,
11/12/2017,,
11/13/2017,68.6,3063176
11/14/2017,68.75,3355281
11/15/2017,68.7,3876408
11/16/2017,68.4,3028077
11/17/2017,69.2,3943011
11/18/2017,,
11/19/2017,,
11/20/2017,69.4,3562631
11/21/2017,68.55,5346341
11/22/2017,68.15,3482703
11/23/2017,68.85,3620288
11/24/2017,69.7,3996040
11/25/2017,,
11/26/2017,,
11/27/2017,69.5,2501284
11/28/2017,70,4117206
11/29/2017,70.35,7870035
11/30/2017,69.65,9564299
12/1/2017,70,4107282
12/2/2017,,
12/3/2017,,
12/4/2017,69.6,3960557
12/5/2017,69.35,3408906
12/6/2017,69.35,3866016
12/7/2017,69.1,3500306
12/8/2017,69.8,3999303
12/9/2017,,
12/10/2017,,
12/11/2017,69.9,4532086
12/12/2017,71.4,6123720
12/13/2017,69.85,5098556
12/14/2017,69.5,4238297
12/15/2017,69.6,7530521
12/16/2017,,
12/17/2017,,
12/18/2017,70.15,3741533
12/19/2017,71.05,4232490
12/20/2017,71.4,5461879
12/21/2017,70.6,2382651
12/22/2017,71.4,1545109
12/23/2017,,
12/24/2017,,
12/25/2017,,
12/26/2017,,
12/27/2017,72,2235503
12/28/2017,72.9,2888861
12/29/2017,72.45,2700780
12/30/2017,,
12/31/2017,,
1/1/2018,,
1/2/2018,73.2,2223052
1/3/2018,73.65,2930838
1/4/2018,73.5,3765066
1/5/2018,74,3383013
1/6/2018,,
1/7/2018,,
1/8/2018,73.4,2677108
1/9/2018,74.25,3817619
1/10/2018,72.05,10145740
1/11/2018,71.25,4921105
1/12/2018,70.45,5822418
1/13/2018,,
1/14/2018,,
1/15/2018,70.6,4578204
